Protocolo_S2iD,Nome_Municipio,Sigla_UF,regiao,Data_Registro,Data_Evento,Cod_Cobrade,tipologia,descricao_tipologia,grupo_de_desastre,Cod_IBGE_Mun,Setores Censitários,Status,DH_Descricao,DH_MORTOS,DH_FERIDOS,DH_ENFERMOS,DH_DESABRIGADOS,DH_DESALOJADOS,DH_DESAPARECIDOS,DH_AFETADOS_SECA_ESTIAGEM,DH_total_danos_humanos_diretos,DH_OUTROS AFETADOS,DM_Descricao,DM_Uni Habita Danificadas,DM_Uni Habita Destruidas,DM_Uni Habita Valor,DM_Inst Saúde Danificadas,DM_Inst Saúde Destruidas,DM_Inst Saúde Valor,DM_Inst Ensino Danificadas,DM_Inst Ensino Destruidas,DM_Inst Ensino Valor,DM_Inst Serviços Danificadas,DM_Inst Serviços Destruidas,DM_Inst Serviços Valor,DM_Inst Comuni Danificadas,DM_Inst Comuni Destruidas,DM_Inst Comuni Valor,DM_Obras de Infra Danificadas,DM_Obras de Infra Destruidas,DM_Obras de Infra Valor,DM_total_danos_materiais,DA_Descricao,DA_Polui/cont da água,DA_Polui/cont do ar,DA_Polui/cont do solo,DA_Dimi/exauri hídrico,DA_Incêndi parques/APA's/APP's,PEPL_Descricao,PEPL_Assis_méd e emergên(R$),PEPL_Abast de água pot(R$),PEPL_sist de esgotos sanit(R$),PEPL_Sis limp e rec lixo (R$),PEPL_Sis cont pragas (R$),PEPL_distrib energia (R$),PEPL_Telecomunicações (R$),PEPL_Tran loc/reg/l_curso (R$),PEPL_Distrib combustíveis(R$),PEPL_Segurança pública (R$),PEPL_Ensino (R$),PEPL_total_publico,PEPR_Descricao,PEPR_Agricultura (R$),PEPR_Pecuária (R$),PEPR_Indústria (R$),PEPR_Comércio (R$),PEPR_Serviços (R$),PEPR_total_privado,PE_PLePR
RS-F-4307559-13214-20231103,Estação,RS,Sul,06/11/2023,03/11/2023,13214,13.00,Chuvas Intensas,Hidrológico,4307559,"430755905000002, 430755905000001, 430755905000003, 430755905000004, 430755905000008, 430755905000006, 430755905000005, 430755905000007",Reconhecido,"Cumpre destacar que toda a área do município, tanto urbana quanto rural esta sofrendo os efeitos das fortes precipitações chuvosas. O excesso de chuva afeta a qualidade de vida de todos os munícipes, quer seja pelos danos ambientais e ou potenciais, danos materiais, econômicos públicos e privados e consequentemente prejuízos sociais, principalmente as pessoas de baixa renda. Esses fatores impactam na vida das pessoas, causando problemas de saúde física e mental, tendo em vista que esses danos tem se repedido anualmente seja por estiagem ou enxurradas.",0,0,0,0,0,0,0,0,5517,"Destaca-se danos em cabeceiras de pontes, bueiros e valas, diversos trechos de estradas entre as comunidades de Vista Alegre, Navegantes, Linha 5, Caixa D Água e Linha Londero conforme laudo técnico do Setor de Engenharia e Secretaria de Obras e Serviços Públicos.",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,3,268954.20,268954.20,Não foi detectado danos ambientais.,,,,,,"Destaca-se danos em cabeceiras de pontes, bueiros e valas, diversos trechos de estradas entre as comunidades de Vista Alegre, Navegantes, Linha 5, Caixa D Água e Linha Londero conforme laudo técnico do Setor de Engenharia e Secretaria de Obras e Serviços Públicos.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,268954.20,0.00,0.00,0.00,268954.20,"O Município de Estação sofreu danos econômicos significativos com o excesso de chuvas do dia 03/11/2023, atingindo as principais culturas de inverno, como cevada, trigo e aveia. Além de danos em pastagens e produção leiteira. A cultura de trigo apresenta uma área cultivada de 1500 hectares e os prejuízos se dão principalmente no peso e na qualidade do produto (grão) da mesma forma a aveia branca. A cultura do milho destinado a grão e a silagem a qual apresenta-se em estado inicial de desenvolvimento também foi prejudicada pela precipitação chuvosa, ocasionando perdas de solo através da erosão laminar e em sulcos, evento esse que resultará menor produtividade na colheita, pois inundou baixas e arrancou plantas jovens nas encostas, além de lixiviar e levar para os riachos fertilizantes da adubação da planta. As áreas de pastagens para o gado sofreram grandes danos com erosão do solo e também no pisoteio dos animais em pastoreio, reduzindo o desenvolvimento e a produção de massa verde tanto para pastejo como na produção de silagem de inverno.  As perdas na produção de leite foram estimadas encima de quatro meses de produção, pois houve a redução da oferta de pastagens no pastoreio, como também a perda de produção e qualidade na silagem de inverno. Com o excesso de chuva houve um atraso na semeadura das pastagens de verão e grande perda de solo e fertilizantes através da erosão laminar e em sulcos.",6403814.26,1142097.04,0.00,0.00,0.00,7545911.30,7814865.50
RS-F-4305116-13214-20231103,Centenário,RS,Sul,09/11/2023,03/11/2023,13214,13.00,Chuvas Intensas,Hidrológico,4305116,"430511605000003, 430511605000001, 430511605000005, 430511605000004, 430511605000007, 430511605000002, 430511605000010, 430511605000006, 430511605000009, 430511605000008",Reconhecido,"Cumpre destacar que toda a área do município, sendo toda a população de 2.967 habitantes estão sendo afetados diretamente em função
dos problemas nas estradas, pontes e bueiros impedindo a locomoção, tanto de estudantes como de trabalhadores, atingindo assim, a qualidade de
vida dos cidadãos, além dos prejuízos econômicos públicos e privados e consequentemente prejuízos sociais. ",0,0,0,0,0,0,0,0,2967,"Foi contabilizado pela Engenharia Civil os seguinte danos públicos ocasionados pelas chuvas intensas e em consequência enxurradas e
alagamentos, 07 bueiros que precisa ser reconstruídas 04 pontes e aproximadamente  65,89 km de estradas vicinais danificadas pela força da água.",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,11,8,1332551.08,1332551.08,,,,,,,"Foi contabilizado pela Engenharia Civil os seguinte danos públicos ocasionados pelas chuvas intensas e em consequência enxurradas e
alagamentos, 07 bueiros que precisa ser reconstruídas 04 pontes e aproximadamente  65,89 km de estradas vicinais danificadas pela força da água.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1332551.08,0.00,0.00,0.00,1332551.08,"Segundo dados da EMATER o evento se caracterizou por apresentar perdas com erosão de solo em ponto específicos, além de áreas com
plantio de milho silagem e milho grãos; bem como trigo destinados para silagem de inverno para alimentação animal e o cultivo de grãos.
Os danos maiores estão localizados nas propriedade localizadas na bacia hidrográfica do Rio Apuaé e alguns afluentes dos mesmos,
portanto as perdas não foram homogêneas.",5524665.13,1706053.71,0.00,0.00,0.00,7230718.84,8563269.91
RS-F-4321634-13214-20231103,Três Arroios,RS,Sul,08/11/2023,03/11/2023,13214,13.00,Chuvas Intensas,Hidrológico,4321634,"432163405000004, 432163405000005, 432163405000006, 432163405000007, 432163412000003, 432163412000002, 432163412000001, 432163405000002, 432163405000003, 432163405000001, 432163405000008, 432163405000009",Reconhecido,"Cumpre destacar que toda a população de 2.591 habitantes, da área urbana e rural, foi afetada em função dos danos nas estradas, pontes e pinguelas que prejudicam a locomoção, assim como, foram prejudicados pelos alagamentos ocorridos nos comércios da área urbana e pelas significativas perdas ocorridas nas lavouras.",0,0,0,0,0,0,0,0,2591,"Em virtude do evento, foram verificadas 03 pontes danificadas e 05 pinguelas de madeira destruídas. O valor descrito também inclui aproximadamente 250 km de estradas vicinais com infraestrutura danificada (1 unidade - danificada). Assim como, devido a ocorrência de um deslizamento de grande volume próximo a residências será necessária a execução de uma contenção de talude.",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,5,4,1134993.57,1134993.57,,,,,,,"Em virtude do evento, foram verificadas 03 pontes danificadas e 05 pinguelas de madeira destruídas. O valor descrito também inclui aproximadamente 250 km de estradas vicinais com infraestrutura danificada. Assim como, devido a ocorrência de um deslizamento de grande volume próximo a residências será necessária a execução de uma contenção de talude.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1134993.57,0.00,0.00,0.00,1134993.57,"Os danos privados incluem prejuízos de R$4.451.328,00 na cultura de milho grão, R$2.695.000,00 na cultura de milho silagem, R$2.122.243,00 na cultura de trigo, R$617.609,00 na produção de leite e R$134.784,00 na cultura de feijão.",7082734.68,3497478.99,0.00,0.00,0.00,10580213.67,11715207.24
RS-F-4314134-13214-20231103,Paulo Bento,RS,Sul,07/11/2023,03/11/2023,13214,13.00,Chuvas Intensas,Hidrológico,4314134,"431413405000008, 431413405000009, 431413405000005, 431413405000006, 431413405000002, 431413405000003, 431413405000001, 431413405000004, 431413405000007",Reconhecido,"Os danos humanos causados pelo evento compreende a totalidade da população nas áreas urbana e rural do Município, destacando também que a vulnerabilidade social presenciada, perpassa a questão somente da renda, envolvendo questão também de fragilidade e a perda da autonomia.  São sim fatores que impactam na vida das pessoas e causam problemas de saúde física e mental, que por conseguinte refletem nas ações das políticas públicas sócio-assistenciais do Município.
Envolvem neste evento os seguintes estragos diagnosticados: acessos bloqueados pela água e queda de árvores, danificação de bueiros, danificação de estradas vicinais, danos econômicos na agropecuária e problemas com o abastecimento de água. ",0,0,0,0,0,0,0,0,2144,"O evento de tempestade com chuvas intensas que assolou o Município de Paulo Bento, causou danos materiais de infraestrutura pública, principalmente no que tange às estradas vicinais do Município, comprometendo seriamente as condições de trafegabilidade, haja vista que Paulo bento conta com uma malha viária de cerca de 600km de estradas de chão, e calcula-se que aproximadamente 50 km forma seriamente danificados pelas ações das chuvas de 03/11/23.
Diagnosticou-se uma avaria impactante que compromete seriamente a estrutura de um bueiro localizado na estrada interiorana que conecta a Sede do Município a Linha Campestre.
Na área urbana ocorreram danos em acessos à residências na borda do perímetro urbano e nas proximidades do curso do Rio Cravo, que devido á ação das chuvas transbordou do seu leito.",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,2,122473.72,122473.72,Não foram diagnosticados danos ambientais.,,,,,,"O evento de tempestade com chuvas intensas que assolou o Município de Paulo Bento, causou danos materiais de infraestrutura pública, principalmente no que tange às estradas vicinais do Município, comprometendo seriamente as condições de trafegabilidade, haja vista que Paulo bento conta com uma malha viária de cerca de 600km de estradas de chão, e calcula-se que aproximadamente 50 km forma seriamente danificados pelas ações das chuvas de 03/11/23.
Diagnosticou-se uma avaria impactante que compromete seriamente a estrutura de um bueiro localizado na estrada interiorana que conecta a Sede do Município a Linha Campestre.
Na área urbana ocorreram danos em acessos à residências na borda do perímetro urbano e nas proximidades do curso do Rio Cravo, que devido á ação das chuvas transbordou do seu leito.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,122473.72,0.00,0.00,0.00,122473.72,"Registraram-se perdas no setor da agricultura do Município, nas áreas agrícolas de cereais de inverno: aveia, trigo e cevada na ordem de 60%. E em áreas com a cultura do milho que está em fase de desenvolvimento vegetativo, com perda de 10%.",6300572.08,0.00,0.00,0.00,0.00,6300572.08,6423045.80
RS-F-4302055-13214-20231103,Benjamin Constant do Sul,RS,Sul,08/11/2023,03/11/2023,13214,13.00,Chuvas Intensas,Hidrológico,4302055,"430205505000003, 430205505000010, 430205505000009, 430205505000004, 430205505000005, 430205505000002, 430205505000001, 430205505000007, 430205505000008, 430205505000006",Reconhecido,"Cumpre destaca que toda a área do Município esta  sendo afetadas, com um total 2082 habitantes em função dos problemas das estradas, pontes destruídas e bueiros danificados impedindo a locomoção tanto dos estudantes como dos trabalhadores, atingindo assim a qualidade de vida dos cidadãos além dos prejuízos econômicos públicos e privados e consequentemente prejuízos sociais. A Prefeitura Municipal vem trabalhando em ação de resposta, através da Coordenadoria Municipal da Defesa Civil e as Secretarias Municipais, para suprir minimamente a demanda, consertando pontes e bueiros atingidos pela enxurrada afim e restabelecer as condições básicas para a população.",0,0,0,0,0,0,0,0,2082,"Após levantamento feito ""in loco"" em vários locais do município, foram constatadas inúmeras avarias ocasionadas pela tempestade natural citadas acima, sendo sua principal concentração nas regiões das Linhas Possia, Linha Santa Lúcia, Linha Paulo Frontin, Linha Sotili e Linha Guavirova.
	Dentre os principais problemas encontrados temos duas cabeceiras de pontes levadas pela enxurrada e uma ponte completamente destruída; cinco bueiros destruídos parcialmente e deslizamento de encostas que não deram conta do volume de água e resultaram em cheias invadindo as estradas e propriedades rurais.",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,1,7,855204.46,855204.46,"Conforme laudo técnico,houve grande indice de erosão, desmoronamentos de encostas e barrancos e quedas de arvores.",,,MAIS DE 20% DA POPULAÇÃO AFETADA,,,"Dentre os principais problemas encontrados: cabeceiras de pontes levadas pelas enxurradas, destruição total de uma ponte, bueiros obstruídos e com cabeceiras danificadas pelas enxurradas, pois não deram conta do volume de água e resultaram em cheias invadindo as estradas, além de deslizamento de encostas, que obstruiaram as vias.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,855204.46,0.00,0.00,0.00,855204.46,"Segundo laudo técnico da (EMATER), o evento ocasionou uma redução considerável nas produção devido o solos estarem sem capacidade de disponibilizar nutrientes para as plantas, aumentando os gastos com fertilizantes e a necessidade de recuperação das áreas. As culturas afetadas foram: cultura de trigo, cultura da soja, cultura do milho, culturas perenes como videiras, frutas e pomares e hortaliças.",2598871.32,0.00,0.00,0.00,0.00,2598871.32,3454075.78
RS-F-4306130-13214-20231103,Cruzaltense,RS,Sul,08/11/2023,03/11/2023,13214,13.00,Chuvas Intensas,Hidrológico,4306130,"430613005000006, 430613005000003, 430613005000007, 430613005000002, 430613005000001, 430613005000005, 430613005000004",Reconhecido,"Como o municipio não conter ligação asfáltica total com os município vizinhos, e como todas as vias e estradas vicinais foram avariadas, a população ficou com sua capacidade de locomoção comprometida, impossibitando seu deslocamento em busca de materiais essencias e até mesmo por serviços hospitalares e ambulatoriais dos 1635 habitantes, conforme laudo da Assistencia Social.",0,0,0,0,0,0,0,0,1635,"86,4 km de vias principais e estradas vicinais foram avariadas pelas chuvas intensas, que com seu grande volume transbordaram os boeiros e sarjetas escoando por sobre as estradas causando grandes danos.",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,1,910060.87,910060.87,,,,,,,"86,4 km de vias principais e estradas vicinais foram avariadas pelas chuvas intensas, que com seu grande volume transbordaram os boeiros e sarjetas escoando por sobre as estradas causando grandes danos.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,910060.87,0.00,0.00,0.00,910060.87,"Prejuízos na Agricultura e Pecuária segundo levantamento da Emater em 06/11/2023, somando se os cultivares de milho, trigo. milho silagem e demais.",7142540.92,1504526.36,0.00,0.00,0.00,8647067.28,9557128.15
RS-F-4314787-13214-20231103,Ponte Preta,RS,Sul,09/11/2023,03/11/2023,13214,13.00,Chuvas Intensas,Hidrológico,4314787,"431478705000003, 431478705000004, 431478730000002, 431478705000005, 431478705000002, 431478705000001, 431478705000006, 431478705000007, 431478730000001",Reconhecido,"Foram afetadas 1.575 pessoas, que tiveram dificuldades para se deslocar de suas casas para outros lugares, bem como para se deslocar dentro do município e para outras localidades devido o grande volume de chuva, sendo que diversas vias se encontravam alagadas no dia 03/11.",0,0,0,0,0,0,0,0,1575,"Com as fortes chuvas que resultaram a elevação do nível do Rio Jupirangaba, ocasionou o alagamento de diversas áreas da cidade. No questão de infraestrutura pública, tivemos intempéries em diversas pontes e pontilhões, pinguela e bueiros, que por conta das fortes chuvas tiveram suas estruturas danificadas.",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,13,782828.82,782828.82,,,,,,,"Houve prejuízo no abastecimento de água, pois com o grande volume de chuvas a rede de água foi danificada, pois nesses pontos houve desmoronamento das cabeceiras das pontes afetando a tubulação de água. Com as fortes chuvas que resultaram a elevação do nível do Rio Jupirangaba, ocasionou o alagamento de diversas áreas da cidade. Na questão de infraestrutura pública, tivemos intempéries em diversas pontes, pontilhões, pinguela e bueiros, que por conta das fortes chuvas tiveram suas estruturas danificadas.",0.00,3114.63,0.00,0.00,0.00,0.00,0.00,782828.82,0.00,0.00,0.00,785943.45,"Houve prejuízos em plantações que foram danificadas, principalmente as de trigo em fase de colheita, a enxurrada afeta a qualidade do solo
para o plantio de culturas de verão, além do retardamento do plantio.",1729835.78,644042.86,0.00,0.00,0.00,2373878.64,3159822.10
RS-F-4301925-13214-20231103,Barra do Rio Azul,RS,Sul,03/11/2023,03/11/2023,13214,13.00,Chuvas Intensas,Hidrológico,4301925,"430192505000006, 430192505000002, 430192505000005, 430192505000003, 430192505000001, 430192505000004",Reconhecido,"Cumpre destacar que toda a área do município, sendo toda a população de 1696 habitantes estão sendo afetados diretamente em função
das fortes chuvas e enxurrada, falta de energia elétrica, falta de abastecimento de água, ocasionado por estragos na rede de distribuição ou nas bombas dos poços artesianos, ou indiretamente em função dos problemas nas estradas e pontes impedindo a locomoção, tanto de estudantes, pacientes e
trabalhadores, atingindo assim, a qualidade de vida dos cidadãos, além dos prejuízos econômicos públicos e privados e consequentemente
prejuízos sociais. A Prefeitura Municipal vem trabalhando em ações de resposta, através da Coordenadoria Municipal de Proteção e Defesa
Civil e as Secretarias Municipais, para suprir minimamente a demanda de água potável e reparo nas estradas e pontes atingidas pela
enxurrada a fim de restabelecer as condições básicas para a população. DESTACANDO AINDA, QUE DO TOTAL DE UNIDADES HABITACIONAIS E COMERCIO ATINGIDOS TIVEMOS UM TOTAL DE 89 FAMÍLIAS TOTALIZANDO APROXIMADAMENTE 356 PESSOAS DIRETAMENTE ATINGIDAS PELO DESASTRE.",0,0,0,356,0,0,0,356,1340,"Foi contabilizado também pela Engenharia Civil danos públicos ocasionados pelas chuvas intensas e em consequência enxurradas e
alagamentos, sendo: 06 pontes  totalmente destruídas,  05 pontes parcialmente destruidas;  quedas de barreiras com obstrução de estrada municipal que precisam ser liberadas, 01 bueiro destruido, 60 km de estradas vicinais danificadas pela força da água e passeio publico em vias das cidades. Ocasionando prejuízo total de R$ 1.361.000,00. 02 unidades básicas de saúde parcialmente danificadas, com prejuizo aproximado de R$ 250.000,00. Predio da Prefeitura Municipal, Secretaria Agricultura, Assistência Social, Camara de vereadores, Emater com prejuizo aproximado de R$ 150.000,00.
